Tweet,Sentimen,Emosi,clean,tokens,filtered,stemmed,final_text
"Ketua Bawaslu Kabupaten Magetan, Hendrad Subiyakto mengatakan pihaknya mengadakan bhakti sosial ini dalam rangka ulang tahun Bawaslu yang ke 12 dan membangun solidaritas kebangsaan melawan covid 19 atau virus corona.",1.0,2,ketua bawaslu kabupaten magetan hendrad subiyakto mengatakan pihaknya mengadakan bhakti sosial ini dalam rangka ulang tahun bawaslu yang ke  dan membangun solidaritas kebangsaan melawan covid  atau virus corona,"['ketua', 'bawaslu', 'kabupaten', 'magetan', 'hendrad', 'subiyakto', 'mengatakan', 'pihaknya', 'mengadakan', 'bhakti', 'sosial', 'ini', 'dalam', 'rangka', 'ulang', 'tahun', 'bawaslu', 'yang', 'ke', 'dan', 'membangun', 'solidaritas', 'kebangsaan', 'melawan', 'covid', 'atau', 'virus', 'corona']","['ketua', 'bawaslu', 'kabupaten', 'magetan', 'hendrad', 'subiyakto', 'mengadakan', 'bhakti', 'sosial', 'rangka', 'ulang', 'bawaslu', 'membangun', 'solidaritas', 'kebangsaan', 'melawan', 'covid', 'virus', 'corona']","['ketua', 'bawaslu', 'kabupaten', 'magetan', 'hendrad', 'subiyakto', 'ada', 'bhakti', 'sosial', 'rangka', 'ulang', 'bawaslu', 'bangun', 'solidaritas', 'bangsa', 'lawan', 'covid', 'virus', 'corona']",ketua bawaslu kabupaten magetan hendrad subiyakto ada bhakti sosial rangka ulang bawaslu bangun solidaritas bangsa lawan covid virus corona
"Antisipasi Penularan Covid-19, Polres Tanjung Balai Himbau Masyarakat yang Masih Berkerumun Agar Kembali Kerumah",1.0,-2,antisipasi penularan covid polres tanjung balai himbau masyarakat yang masih berkerumun agar kembali kerumah,"['antisipasi', 'penularan', 'covid', 'polres', 'tanjung', 'balai', 'himbau', 'masyarakat', 'yang', 'masih', 'berkerumun', 'agar', 'kembali', 'kerumah']","['antisipasi', 'penularan', 'covid', 'polres', 'tanjung', 'balai', 'himbau', 'masyarakat', 'berkerumun', 'kerumah']","['antisipasi', 'tular', 'covid', 'polres', 'tanjung', 'balai', 'himbau', 'masyarakat', 'kerumun', 'rumah']",antisipasi tular covid polres tanjung balai himbau masyarakat kerumun rumah
Ringkasnya.. positive thinking yang keliru menghadapi covid songolas akibatnya: 1. Ilusi kontrol 2. Ilusi superioritas 3. Ilusi kemungkinan,1.0,1,ringkasnya positive thinking yang keliru menghadapi covid songolas akibatnya  ilusi kontrol  ilusi superioritas  ilusi kemungkinan,"['ringkasnya', 'positive', 'thinking', 'yang', 'keliru', 'menghadapi', 'covid', 'songolas', 'akibatnya', 'ilusi', 'kontrol', 'ilusi', 'superioritas', 'ilusi', 'kemungkinan']","['ringkasnya', 'positive', 'thinking', 'keliru', 'menghadapi', 'covid', 'songolas', 'akibatnya', 'ilusi', 'kontrol', 'ilusi', 'superioritas', 'ilusi']","['ringkas', 'positive', 'thinking', 'keliru', 'hadap', 'covid', 'songolas', 'akibat', 'ilusi', 'kontrol', 'ilusi', 'superioritas', 'ilusi']",ringkas positive thinking keliru hadap covid songolas akibat ilusi kontrol ilusi superioritas ilusi
"Pasien 03-04 Covid-19 Jambi Diisolasi, Apakah Keluarga Gubernur FU?",0.0,1,pasien  covid jambi diisolasi apakah keluarga gubernur fu,"['pasien', 'covid', 'jambi', 'diisolasi', 'apakah', 'keluarga', 'gubernur', 'fu']","['pasien', 'covid', 'jambi', 'diisolasi', 'keluarga', 'gubernur', 'fu']","['pasien', 'covid', 'jambi', 'isolasi', 'keluarga', 'gubernur', 'fu']",pasien covid jambi isolasi keluarga gubernur fu
Grafik Perkembangan Kasus COVID-19 di Kabupaten Bantul 11 April 2020,0.0,1,grafik perkembangan kasus covid di kabupaten bantul  april ,"['grafik', 'perkembangan', 'kasus', 'covid', 'di', 'kabupaten', 'bantul', 'april']","['grafik', 'perkembangan', 'covid', 'kabupaten', 'bantul', 'april']","['grafik', 'kembang', 'covid', 'kabupaten', 'bantul', 'april']",grafik kembang covid kabupaten bantul april
Mari Bersama Kita Putus Rantai Penyebaran Virus COVID-19. STAY HOME TETAP TENANG TETAP WASPADA. Sayangi Diri Anda dan Keluarga Anda ,1.0,1,mari bersama kita putus rantai penyebaran virus covid stay home tetap tenang tetap waspada sayangi diri anda dan keluarga anda ,"['mari', 'bersama', 'kita', 'putus', 'rantai', 'penyebaran', 'virus', 'covid', 'stay', 'home', 'tetap', 'tenang', 'tetap', 'waspada', 'sayangi', 'diri', 'anda', 'dan', 'keluarga', 'anda']","['mari', 'putus', 'rantai', 'penyebaran', 'virus', 'covid', 'stay', 'home', 'tenang', 'waspada', 'sayangi', 'keluarga']","['mari', 'putus', 'rantai', 'sebar', 'virus', 'covid', 'stay', 'home', 'tenang', 'waspada', 'sayang', 'keluarga']",mari putus rantai sebar virus covid stay home tenang waspada sayang keluarga
"Dicurhatin si pasien covid yg lagi jenuh, bete karna harus di ruang isolasi mulu. Idupnya rebahan, main hape, makan, mandi. Repeat",0.0,-1,dicurhatin si pasien covid yg lagi jenuh bete karna harus di ruang isolasi mulu idupnya rebahan main hape makan mandi repeat,"['dicurhatin', 'si', 'pasien', 'covid', 'yg', 'lagi', 'jenuh', 'bete', 'karna', 'harus', 'di', 'ruang', 'isolasi', 'mulu', 'idupnya', 'rebahan', 'main', 'hape', 'makan', 'mandi', 'repeat']","['dicurhatin', 'si', 'pasien', 'covid', 'yg', 'jenuh', 'bete', 'karna', 'ruang', 'isolasi', 'mulu', 'idupnya', 'rebahan', 'main', 'hape', 'makan', 'mandi', 'repeat']","['dicurhatin', 'si', 'pasien', 'covid', 'yg', 'jenuh', 'bete', 'karna', 'ruang', 'isolasi', 'mulu', 'idupnya', 'rebah', 'main', 'hape', 'makan', 'mandi', 'repeat']",dicurhatin si pasien covid yg jenuh bete karna ruang isolasi mulu idupnya rebah main hape makan mandi repeat
Anggota Komisi II Minta Kepala Daerah Ambil Langkah Strategis Tangani Corona Covid-19 - News,1.0,-2,anggota komisi ii minta kepala daerah ambil langkah strategis tangani corona covid  news,"['anggota', 'komisi', 'ii', 'minta', 'kepala', 'daerah', 'ambil', 'langkah', 'strategis', 'tangani', 'corona', 'covid', 'news']","['anggota', 'komisi', 'ii', 'kepala', 'daerah', 'ambil', 'langkah', 'strategis', 'tangani', 'corona', 'covid', 'news']","['anggota', 'komisi', 'ii', 'kepala', 'daerah', 'ambil', 'langkah', 'strategis', 'tangan', 'corona', 'covid', 'news']",anggota komisi ii kepala daerah ambil langkah strategis tangan corona covid news
"Angka Positif Covid-19 Tembus 3.842, Pemerintah: Masyarakat Belum Disiplin .",0.0,-2,angka positif covid tembus  pemerintah masyarakat belum disiplin ,"['angka', 'positif', 'covid', 'tembus', 'pemerintah', 'masyarakat', 'belum', 'disiplin']","['angka', 'positif', 'covid', 'tembus', 'pemerintah', 'masyarakat', 'disiplin']","['angka', 'positif', 'covid', 'tembus', 'perintah', 'masyarakat', 'disiplin']",angka positif covid tembus perintah masyarakat disiplin
Tapi kalau tersangkut covid mcm mana. Aku lagi sarankan keluar pakai mask. Supaya kau tak menyebar dan di sebarkan,1.0,1,tapi kalau tersangkut covid mcm mana aku lagi sarankan keluar pakai mask supaya kau tak menyebar dan di sebarkan,"['tapi', 'kalau', 'tersangkut', 'covid', 'mcm', 'mana', 'aku', 'lagi', 'sarankan', 'keluar', 'pakai', 'mask', 'supaya', 'kau', 'tak', 'menyebar', 'dan', 'di', 'sebarkan']","['tersangkut', 'covid', 'mcm', 'sarankan', 'pakai', 'mask', 'kau', 'menyebar', 'sebarkan']","['sangkut', 'covid', 'mcm', 'saran', 'pakai', 'mask', 'kau', 'sebar', 'sebar']",sangkut covid mcm saran pakai mask kau sebar sebar
"Covid-19 ikut memukul perekonomian, dan pemerintah pun memberikan stimulus bagi dunia usaha dan industri. Berapa jumlah UMKM di Indonesia?",0.0,-1,covid ikut memukul perekonomian dan pemerintah pun memberikan stimulus bagi dunia usaha dan industri berapa jumlah umkm di indonesia,"['covid', 'ikut', 'memukul', 'perekonomian', 'dan', 'pemerintah', 'pun', 'memberikan', 'stimulus', 'bagi', 'dunia', 'usaha', 'dan', 'industri', 'berapa', 'jumlah', 'umkm', 'di', 'indonesia']","['covid', 'memukul', 'perekonomian', 'pemerintah', 'stimulus', 'dunia', 'usaha', 'industri', 'umkm', 'indonesia']","['covid', 'pukul', 'ekonomi', 'perintah', 'stimulus', 'dunia', 'usaha', 'industri', 'umkm', 'indonesia']",covid pukul ekonomi perintah stimulus dunia usaha industri umkm indonesia
"[DISTENSIF Distensif ke 2 kali ini kita akan berdiskusi terkait penangan COVID-19 dalam pandangan kesehatan masyarakat dengan narasumber Dr. Irvan Afriandi, dr., Grad. Dipl. OEH., MPH., Selaku Wakil Dekan Fakultas Kedokteran Unpad.",1.0,1,distensif distensif ke  kali ini kita akan berdiskusi terkait penangan covid dalam pandangan kesehatan masyarakat dengan narasumber dr irvan afriandi dr grad dipl oeh mph selaku wakil dekan fakultas kedokteran unpad,"['distensif', 'distensif', 'ke', 'kali', 'ini', 'kita', 'akan', 'berdiskusi', 'terkait', 'penangan', 'covid', 'dalam', 'pandangan', 'kesehatan', 'masyarakat', 'dengan', 'narasumber', 'dr', 'irvan', 'afriandi', 'dr', 'grad', 'dipl', 'oeh', 'mph', 'selaku', 'wakil', 'dekan', 'fakultas', 'kedokteran', 'unpad']","['distensif', 'distensif', 'kali', 'berdiskusi', 'terkait', 'penangan', 'covid', 'pandangan', 'kesehatan', 'masyarakat', 'narasumber', 'dr', 'irvan', 'afriandi', 'dr', 'grad', 'dipl', 'oeh', 'mph', 'wakil', 'dekan', 'fakultas', 'kedokteran', 'unpad']","['distensif', 'distensif', 'kali', 'diskus', 'kait', 'nang', 'covid', 'pandang', 'sehat', 'masyarakat', 'narasumber', 'dr', 'irvan', 'afriandi', 'dr', 'grad', 'dipl', 'oeh', 'mph', 'wakil', 'dekan', 'fakultas', 'dokter', 'unpad']",distensif distensif kali diskus kait nang covid pandang sehat masyarakat narasumber dr irvan afriandi dr grad dipl oeh mph wakil dekan fakultas dokter unpad
"Apalagi orang yg lebih berbahaya dari covid 19. Lurus, Belok,Pergi",-1.0,1,apalagi orang yg lebih berbahaya dari covid  lurus belokpergi,"['apalagi', 'orang', 'yg', 'lebih', 'berbahaya', 'dari', 'covid', 'lurus', 'belokpergi']","['orang', 'yg', 'berbahaya', 'covid', 'lurus', 'belokpergi']","['orang', 'yg', 'bahaya', 'covid', 'lurus', 'belokpergi']",orang yg bahaya covid lurus belokpergi
"salah satu temen ngegame ada yang positif covid-19. aku yakin dia bakal sembuh dan baik-baik saja, tapi ngerti dia panik dan ketakutan, aku langsung sedih",1.0,-1,salah satu temen ngegame ada yang positif covid aku yakin dia bakal sembuh dan baikbaik saja tapi ngerti dia panik dan ketakutan aku langsung sedih,"['salah', 'satu', 'temen', 'ngegame', 'ada', 'yang', 'positif', 'covid', 'aku', 'yakin', 'dia', 'bakal', 'sembuh', 'dan', 'baikbaik', 'saja', 'tapi', 'ngerti', 'dia', 'panik', 'dan', 'ketakutan', 'aku', 'langsung', 'sedih']","['salah', 'temen', 'ngegame', 'positif', 'covid', 'sembuh', 'baikbaik', 'ngerti', 'panik', 'ketakutan', 'langsung', 'sedih']","['salah', 'temen', 'ngegame', 'positif', 'covid', 'sembuh', 'baikbaik', 'ngerti', 'panik', 'takut', 'langsung', 'sedih']",salah temen ngegame positif covid sembuh baikbaik ngerti panik takut langsung sedih
Masa covid ni la kita nak hiburkan orang dengan kebodohan,-1.0,1,masa covid ni la kita nak hiburkan orang dengan kebodohan,"['masa', 'covid', 'ni', 'la', 'kita', 'nak', 'hiburkan', 'orang', 'dengan', 'kebodohan']","['covid', 'ni', 'la', 'nak', 'hiburkan', 'orang', 'kebodohan']","['covid', 'ni', 'la', 'nak', 'hibur', 'orang', 'bodoh']",covid ni la nak hibur orang bodoh
"Pak gubernur trend positif covid di sulsel semakin hari semakin mengkhawatirkan, apa lg di daerah bnyk pemudik dr jkt dan mksr,, kami d daerah cemas sekali pak apa lg ada OTG, pak sebaiknya PSBB maki juga kodong cepat ki sblum terlambat kasian",1.0,-2,pak gubernur trend positif covid di sulsel semakin hari semakin mengkhawatirkan apa lg di daerah bnyk pemudik dr jkt dan mksr kami d daerah cemas sekali pak apa lg ada otg pak sebaiknya psbb maki juga kodong cepat ki sblum terlambat kasian,"['pak', 'gubernur', 'trend', 'positif', 'covid', 'di', 'sulsel', 'semakin', 'hari', 'semakin', 'mengkhawatirkan', 'apa', 'lg', 'di', 'daerah', 'bnyk', 'pemudik', 'dr', 'jkt', 'dan', 'mksr', 'kami', 'd', 'daerah', 'cemas', 'sekali', 'pak', 'apa', 'lg', 'ada', 'otg', 'pak', 'sebaiknya', 'psbb', 'maki', 'juga', 'kodong', 'cepat', 'ki', 'sblum', 'terlambat', 'kasian']","['gubernur', 'trend', 'positif', 'covid', 'sulsel', 'mengkhawatirkan', 'lg', 'daerah', 'bnyk', 'pemudik', 'dr', 'jkt', 'mksr', 'd', 'daerah', 'cemas', 'lg', 'otg', 'psbb', 'maki', 'kodong', 'cepat', 'ki', 'sblum', 'terlambat', 'kasian']","['gubernur', 'trend', 'positif', 'covid', 'sulsel', 'khawatir', 'lg', 'daerah', 'bnyk', 'mudik', 'dr', 'jkt', 'mksr', 'd', 'daerah', 'cemas', 'lg', 'otg', 'psbb', 'maki', 'kodong', 'cepat', 'ki', 'sblum', 'lambat', 'kasi']",gubernur trend positif covid sulsel khawatir lg daerah bnyk mudik dr jkt mksr d daerah cemas lg otg psbb maki kodong cepat ki sblum lambat kasi
NKRI Lawan Corona; Hasil Tes Swab Empat Wanita Praja IPDN Negatif Covid-19 ,1.0,2,nkri lawan corona hasil tes swab empat wanita praja ipdn negatif covid ,"['nkri', 'lawan', 'corona', 'hasil', 'tes', 'swab', 'empat', 'wanita', 'praja', 'ipdn', 'negatif', 'covid']","['nkri', 'lawan', 'corona', 'hasil', 'tes', 'swab', 'wanita', 'praja', 'ipdn', 'negatif', 'covid']","['nkri', 'lawan', 'corona', 'hasil', 'tes', 'swab', 'wanita', 'praja', 'ipdn', 'negatif', 'covid']",nkri lawan corona hasil tes swab wanita praja ipdn negatif covid
"Surat terbuka dokter (PDUI) hrs jd perhatian. WHO kemarin livestreaming katakan, 2 jutaan item alat & APD telah dikirim ke 133 negara. BIN malah buka lowongan kerja bagi yg mau jd relawan Covid-19. Aneh. Bingung hadapi wabah Covid-19, berUTANG cepat, gak bingung. Iya gak sih?",0.0,-2,surat terbuka dokter pdui hrs jd perhatian who kemarin livestreaming katakan  jutaan item alat  apd telah dikirim ke  negara bin malah buka lowongan kerja bagi yg mau jd relawan covid aneh bingung hadapi wabah covid berutang cepat gak bingung iya gak sih,"['surat', 'terbuka', 'dokter', 'pdui', 'hrs', 'jd', 'perhatian', 'who', 'kemarin', 'livestreaming', 'katakan', 'jutaan', 'item', 'alat', 'apd', 'telah', 'dikirim', 'ke', 'negara', 'bin', 'malah', 'buka', 'lowongan', 'kerja', 'bagi', 'yg', 'mau', 'jd', 'relawan', 'covid', 'aneh', 'bingung', 'hadapi', 'wabah', 'covid', 'berutang', 'cepat', 'gak', 'bingung', 'iya', 'gak', 'sih']","['surat', 'terbuka', 'dokter', 'pdui', 'hrs', 'jd', 'perhatian', 'who', 'kemarin', 'livestreaming', 'jutaan', 'item', 'alat', 'apd', 'dikirim', 'negara', 'bin', 'buka', 'lowongan', 'kerja', 'yg', 'jd', 'relawan', 'covid', 'aneh', 'bingung', 'hadapi', 'wabah', 'covid', 'berutang', 'cepat', 'gak', 'bingung', 'iya', 'gak', 'sih']","['surat', 'buka', 'dokter', 'pdui', 'hrs', 'jd', 'perhati', 'who', 'kemarin', 'livestreaming', 'juta', 'item', 'alat', 'apd', 'kirim', 'negara', 'bin', 'buka', 'lowong', 'kerja', 'yg', 'jd', 'rawan', 'covid', 'aneh', 'bingung', 'hadap', 'wabah', 'covid', 'utang', 'cepat', 'gak', 'bingung', 'iya', 'gak', 'sih']",surat buka dokter pdui hrs jd perhati who kemarin livestreaming juta item alat apd kirim negara bin buka lowong kerja yg jd rawan covid aneh bingung hadap wabah covid utang cepat gak bingung iya gak sih
Nanya dong... Pertama kali covid-19 ada di Indonesia kpn ya? Maret tgl brp gtu...?,0.0,1,nanya dong pertama kali covid ada di indonesia kpn ya maret tgl brp gtu,"['nanya', 'dong', 'pertama', 'kali', 'covid', 'ada', 'di', 'indonesia', 'kpn', 'ya', 'maret', 'tgl', 'brp', 'gtu']","['nanya', 'kali', 'covid', 'indonesia', 'kpn', 'ya', 'maret', 'tgl', 'brp', 'gtu']","['nanya', 'kali', 'covid', 'indonesia', 'kpn', 'ya', 'maret', 'tgl', 'brp', 'gtu']",nanya kali covid indonesia kpn ya maret tgl brp gtu
"Jika kawalan ketat melalui kebenaran yg diberikan Kerajaan kepada sebahagian industri berjaya dilaksanakan tanpa mencetuskan kenaikan mendadak kes positif COVID-19, kita mampu menyelamatkan Nyawa, kedudukan Sosio-Ekonomi Rakyat dan Kewangan Negara.",1.0,2,jika kawalan ketat melalui kebenaran yg diberikan kerajaan kepada sebahagian industri berjaya dilaksanakan tanpa mencetuskan kenaikan mendadak kes positif covid kita mampu menyelamatkan nyawa kedudukan sosioekonomi rakyat dan kewangan negara,"['jika', 'kawalan', 'ketat', 'melalui', 'kebenaran', 'yg', 'diberikan', 'kerajaan', 'kepada', 'sebahagian', 'industri', 'berjaya', 'dilaksanakan', 'tanpa', 'mencetuskan', 'kenaikan', 'mendadak', 'kes', 'positif', 'covid', 'kita', 'mampu', 'menyelamatkan', 'nyawa', 'kedudukan', 'sosioekonomi', 'rakyat', 'dan', 'kewangan', 'negara']","['kawalan', 'ketat', 'kebenaran', 'yg', 'kerajaan', 'sebahagian', 'industri', 'berjaya', 'dilaksanakan', 'mencetuskan', 'kenaikan', 'mendadak', 'kes', 'positif', 'covid', 'menyelamatkan', 'nyawa', 'kedudukan', 'sosioekonomi', 'rakyat', 'kewangan', 'negara']","['kawal', 'ketat', 'benar', 'yg', 'raja', 'sebahagian', 'industri', 'jaya', 'laksana', 'cetus', 'naik', 'dadak', 'kes', 'positif', 'covid', 'selamat', 'nyawa', 'duduk', 'sosioekonomi', 'rakyat', 'wang', 'negara']",kawal ketat benar yg raja sebahagian industri jaya laksana cetus naik dadak kes positif covid selamat nyawa duduk sosioekonomi rakyat wang negara
"Kami informasikan sebaran kasus Covid-19 di Kabupaten Bantul, berdasarkan data dari Dinas Kesehatan Kabupaten Bantul per Sabtu (11/4) pukul 16.30 WIB. Terdapat 1 pasien positif dari Kecamatan Bambanglipuro yang sembuh.",1.0,1,kami informasikan sebaran kasus covid di kabupaten bantul berdasarkan data dari dinas kesehatan kabupaten bantul per sabtu  pukul  wib terdapat  pasien positif dari kecamatan bambanglipuro yang sembuh,"['kami', 'informasikan', 'sebaran', 'kasus', 'covid', 'di', 'kabupaten', 'bantul', 'berdasarkan', 'data', 'dari', 'dinas', 'kesehatan', 'kabupaten', 'bantul', 'per', 'sabtu', 'pukul', 'wib', 'terdapat', 'pasien', 'positif', 'dari', 'kecamatan', 'bambanglipuro', 'yang', 'sembuh']","['informasikan', 'sebaran', 'covid', 'kabupaten', 'bantul', 'berdasarkan', 'data', 'dinas', 'kesehatan', 'kabupaten', 'bantul', 'sabtu', 'wib', 'pasien', 'positif', 'kecamatan', 'bambanglipuro', 'sembuh']","['informasi', 'sebar', 'covid', 'kabupaten', 'bantul', 'dasar', 'data', 'dinas', 'sehat', 'kabupaten', 'bantul', 'sabtu', 'wib', 'pasien', 'positif', 'camat', 'bambanglipuro', 'sembuh']",informasi sebar covid kabupaten bantul dasar data dinas sehat kabupaten bantul sabtu wib pasien positif camat bambanglipuro sembuh
"Setelah covid selesai, pasti semua akan memudar. Sedih, tapi ya mau bagaimana lagi heuheu",0.0,1,setelah covid selesai pasti semua akan memudar sedih tapi ya mau bagaimana lagi heuheu,"['setelah', 'covid', 'selesai', 'pasti', 'semua', 'akan', 'memudar', 'sedih', 'tapi', 'ya', 'mau', 'bagaimana', 'lagi', 'heuheu']","['covid', 'selesai', 'memudar', 'sedih', 'ya', 'heuheu']","['covid', 'selesai', 'pudar', 'sedih', 'ya', 'heuheu']",covid selesai pudar sedih ya heuheu
Kalau gak ada Covid-19 entah berapa puluh tahun yang akan datang ya Dok?,0.0,1,kalau gak ada covid entah berapa puluh tahun yang akan datang ya dok,"['kalau', 'gak', 'ada', 'covid', 'entah', 'berapa', 'puluh', 'tahun', 'yang', 'akan', 'datang', 'ya', 'dok']","['gak', 'covid', 'puluh', 'ya', 'dok']","['gak', 'covid', 'puluh', 'ya', 'dok']",gak covid puluh ya dok
"Gak heran sih, udah bertahun-tahun aja masih banyak yg blm paham penularan HIV/AIDS, ngejauhin penderitanya karna takut tertular. Apalagi Covid-19 yg baru beberapa bulan ini, bukti masyarakat masih sulit dpt informasi yg benar atau emang mereka emang susah dikasih taunya ",1.0,-1,gak heran sih udah bertahuntahun aja masih banyak yg blm paham penularan hivaids ngejauhin penderitanya karna takut tertular apalagi covid yg baru beberapa bulan ini bukti masyarakat masih sulit dpt informasi yg benar atau emang mereka emang susah dikasih taunya ,"['gak', 'heran', 'sih', 'udah', 'bertahuntahun', 'aja', 'masih', 'banyak', 'yg', 'blm', 'paham', 'penularan', 'hivaids', 'ngejauhin', 'penderitanya', 'karna', 'takut', 'tertular', 'apalagi', 'covid', 'yg', 'baru', 'beberapa', 'bulan', 'ini', 'bukti', 'masyarakat', 'masih', 'sulit', 'dpt', 'informasi', 'yg', 'benar', 'atau', 'emang', 'mereka', 'emang', 'susah', 'dikasih', 'taunya']","['gak', 'heran', 'sih', 'udah', 'bertahuntahun', 'aja', 'yg', 'blm', 'paham', 'penularan', 'hivaids', 'ngejauhin', 'penderitanya', 'karna', 'takut', 'tertular', 'covid', 'yg', 'bukti', 'masyarakat', 'sulit', 'dpt', 'informasi', 'yg', 'emang', 'emang', 'susah', 'dikasih', 'taunya']","['gak', 'heran', 'sih', 'udah', 'bertahuntahun', 'aja', 'yg', 'blm', 'paham', 'tular', 'hivaids', 'ngejauhin', 'derita', 'karna', 'takut', 'tular', 'covid', 'yg', 'bukti', 'masyarakat', 'sulit', 'dpt', 'informasi', 'yg', 'emang', 'emang', 'susah', 'kasih', 'tau']",gak heran sih udah bertahuntahun aja yg blm paham tular hivaids ngejauhin derita karna takut tular covid yg bukti masyarakat sulit dpt informasi yg emang emang susah kasih tau
